Filename       Segment   T0T6000Corr-ASNM T0T6000Lev-ASNM
H21R03            1           0.1626        -0.3036
H21R03            2          -0.0047         0.1342
H21R03            3           0.0458         0.0810
H21R03            4          -0.1561        -0.0779
H21R03            5           0.0429         0.1488
H21R03            6           0.0487         0.2169
H21R03            7          -0.0533         0.0012
H21R03            8          -0.0126        -0.3313
H21R03            9           0.0771        -0.0337
H21R03           10          -0.0468        -0.0421
H21R03           11           0.7144         0.1043
H21R03           12           0.0455         0.0459
H21R03           13          -0.0141        -0.0446
H21R03           14          -0.0369        -0.5508
H21R03           15           0.0531        -0.0082
H21R03           16          -0.3019         0.0466
H21R03           17          -0.1082        -0.0152
H21R03           18          -0.1255        -0.1554
H21R03           19          -0.3390         0.0968
H21R03           20          -0.1079         0.0463
H21R03           21          -0.0964        -0.1660
H21R03           22           0.1103         0.0683
H21R03           23           0.0395         0.1358
H21R03           24           0.1127        -0.0450
H21R03           25           0.2051         0.1315
H21R03           26          -0.5514         0.3223
H21R03           27           0.0068         0.0679
H21R03           28          -0.0180         0.0361
H21R03           29           0.1135        -0.0498
H21R03           30           0.0474         4.0724
H21R03           31           2.0694         0.2147
H21R03           32          -0.6956         0.0023
H21R03           33           0.5991         0.0108
H21R03           34          -0.1022        -0.0762
H21R03           35          -0.0448         0.0327
H21R03           36          -0.2357         0.0154
H21R03           37          -0.9789        -0.1957
H21R03           38           0.0904         0.0163
H21R03           39          -0.6733         0.0718
H21R03           40          -0.0437         0.0203
H21R03           41          -0.7630        -0.0378
H21R03           42           0.3086        -0.1391
H21R03           43           0.6084         0.0232
H21R03           44          -0.0272        -0.0193
H21R03           45           0.2338        -0.7297
H21R03           46           0.0730         0.2052
H21R03           47          -0.2406         0.0085
H21R03           48           0.1894         0.1068
H21R03           49          -0.2491         0.0614
H21R03           50          -0.9349        -0.0275
H21R03           51          -0.4739        -0.0482
H21R03           52          -0.1030        -0.0903
H21R03           53          -0.1106        -0.8795
H21R03           54          -0.3637        -0.1235
H21R03           55          -0.0996        -0.0550
H21R03           56           0.7916         0.0512
H21R03           57          -0.3232        -0.4607
H21R03           58          -0.1219         0.0678
H21R03           59           0.0594        -0.0009
H21R03           60           0.1224         0.0441
H21R03           61          -2.1880        -5.5684
H21R03           62          -0.0181         0.0925
H21R03           63           2.4328         0.3552
H21R03           64          -0.4312        -0.0120
H21R03           65          -0.6106        -0.8775
H21R03           66           0.3820         0.1027
H21R03           67          -0.0202        -0.0015
H21R03           68           0.0826         0.0185
H21R03           69          -0.4225         0.0196
H21R03           70          -0.3708        -0.0395
H21R03           71           0.2492         0.0613
H21R03           72          -0.0984        -0.1725
H21R03           73           0.4276        -0.1043
H21R03           74          -0.5451        -0.0322
H21R03           75           1.4887        -1.9832
H21R03           76           0.9905        -0.0922
H21R03           77          -0.1341         0.1798
H21R03           78           0.2976         0.7070
H21R03           79          -0.3826         0.1123
H21R03           80           0.4439        -0.0223
H21R03           81           0.0303         0.1543
H21R03           82          -0.0492        -0.0808
H21R03           83           0.4725         0.0622
H21R03           84           0.0000         0.1567
H21R03           85           0.7173        -0.0177
H21R03           86          -0.2151         0.1926
H21R03           87           0.7535         0.1408
H21R03           88          -1.3570        -0.1973
H21R03           89           1.4415         0.1383
H21R03           90           1.6924        -4.4003
H21R03           91          -0.3974         0.0002
H21R03           92          -0.1485        -0.0645
H21R03           93          -0.3777        -0.2162
H21R03           94          -0.0992         0.1718
H21R03           95          -0.1486         0.0786
H21R03           96          -0.5010        -0.0477
H21R03           97           0.3504        -0.0205
H21R03           98          -1.3134        -0.1257
H21R03           99           0.7747         0.3841
H21R03          100          -0.8150         2.4356
H21R03          101          -0.0466        -0.1482
H21R03          102           0.2253         0.0076
H21R03          103          -0.0128        -0.0044
H21R03          104          -0.2259        -0.0042
H21R03          105          -0.1543        -0.0724
H21R03          106           0.1414        -0.1012
H21R03          107          -0.4312        -0.0087
H21R03          108          -0.1465        -0.0661
H21R03          109           0.1203         0.0252
H21R03          110          -0.4378         0.0949
H21R03          111          -0.4451         0.2092
H21R03          112          -0.0909        -0.1743
H21R03          113           0.3397        -0.9050
H21R03          114          -0.9960        -0.2725
H21R03          115           0.1015         0.3373
H21R03          116          -0.4247         0.0681
H21R03          117           0.2937        -0.0361
H21R03          118           0.0497         0.0666
H21R03          119          -0.0355        -0.0286
H21R03          120           0.0777         0.1278
