Filename       Segment   T0T6000Corr-ASNM T0T6000Lev-ASNM
S13R12            1          -0.0363        -0.2446
S13R12            2          -0.1754         0.7088
S13R12            3           0.3249        -0.6911
S13R12            4          -0.2573         0.1427
S13R12            5           0.0637         0.7939
S13R12            6           0.1010         0.4568
S13R12            7           0.0144         0.3436
S13R12            8           0.0636        -0.1198
S13R12            9          -0.2652         0.2041
S13R12           10          -0.4393         1.4612
S13R12           11          -0.8110        -1.4877
S13R12           12           1.0993         0.5422
S13R12           13           0.7585         0.4697
S13R12           14           0.2325         0.0015
S13R12           15           0.0008        -1.6201
S13R12           16          -0.1195         0.3410
S13R12           17           0.3322         0.0328
S13R12           18           2.3523        -0.1541
S13R12           19          -0.4632        -1.0586
S13R12           20          -0.3162        -0.0940
S13R12           21           0.1118         0.4579
S13R12           22           0.5764         0.0877
S13R12           23          -0.4524        -0.2207
S13R12           24          -0.2996        -0.3539
S13R12           25           0.1814        -0.6596
S13R12           26           0.3294        -0.4120
S13R12           27          -0.0284        -1.0034
S13R12           28          -0.1979         0.4698
S13R12           29          -0.3906         0.4243
S13R12           30           0.2537         0.3454
S13R12           31           0.5371         0.0608
S13R12           32           0.3656        -0.2549
S13R12           33           0.2801         0.0221
S13R12           34          -0.0668         0.0050
S13R12           35           1.1972         0.0430
S13R12           36          -0.2460         0.6015
S13R12           37           0.1097        -0.3175
S13R12           38           1.7242         0.5038
S13R12           39           0.7669        -0.2560
S13R12           40          -0.1211        -0.0370
S13R12           41           0.2187         0.1135
S13R12           42           0.2039        -0.3275
S13R12           43          -1.3094        -1.1135
S13R12           44          -0.2532         0.2288
S13R12           45          -0.3746        -0.1326
S13R12           46           0.7458        -1.2917
S13R12           47           0.2805         0.1014
S13R12           48           0.0598         0.3722
S13R12           49          -0.5413         0.1316
S13R12           50           0.4268        -0.6325
S13R12           51          -0.5374        -0.5921
S13R12           52          -0.5904        -0.3251
S13R12           53           1.0914        -0.1790
S13R12           54          -0.1000        -0.4534
S13R12           55           0.3475        -0.2280
S13R12           56           1.0236        -0.2254
S13R12           57          -0.3130        -0.8251
S13R12           58          -0.0495        -0.2061
S13R12           59          -0.8639         0.2370
S13R12           60           0.1093         0.5603
S13R12           61           1.9162        -0.0282
S13R12           62           0.2950         0.3951
S13R12           63           1.5056         0.0521
S13R12           64          -0.1658         0.0792
S13R12           65          -0.4310         0.1278
S13R12           66          -0.4310        -0.2258
S13R12           67           1.1150         0.1185
S13R12           68           1.6847         0.4641
S13R12           69           0.7539        -0.0987
S13R12           70           1.5994         0.1205
S13R12           71           0.0326         0.5589
S13R12           72           1.4040         1.7165
S13R12           73           0.6825         0.1813
S13R12           74          -2.1769        -0.5594
S13R12           75           1.0171         0.2793
S13R12           76           0.6974         1.0063
S13R12           77           0.4842        -0.1171
S13R12           78           0.7026         0.4869
S13R12           79          -0.2889         0.2704
S13R12           80           1.2340         0.0577
S13R12           81           0.2481        -0.0835
S13R12           82           1.0802         0.4230
S13R12           83          -1.3393        -0.1540
S13R12           84          -0.6842        -0.1126
S13R12           85          -1.2003        -0.4476
S13R12           86           0.3479         0.0251
S13R12           87          -0.6762         0.3102
S13R12           88          -0.4237        -0.1179
S13R12           89           0.6723        -0.0889
S13R12           90           0.6973        -0.0908
S13R12           91           0.8104        -0.2569
S13R12           92           0.3805         0.2279
S13R12           93           0.9241         0.1994
S13R12           94           0.1780         0.5333
S13R12           95          -0.8863        -0.4595
S13R12           96          -0.7556         0.0574
S13R12           97           1.3176        -0.5904
S13R12           98           0.0150        -0.4148
S13R12           99           0.9280        -0.6930
S13R12          100          -0.3375         0.0287
S13R12          101        -106.0149         0.1039
S13R12          102          50.2025        -0.1960
S13R12          103          -4.3847        -0.8283
S13R12          104         -25.1942        -0.0765
S13R12          105          53.3233        -0.6191
S13R12          106          -3.9784         0.9598
S13R12          107          53.7327         0.7725
S13R12          108         -19.9657         0.1575
S13R12          109         -18.0931        -0.3626
S13R12          110          -6.8517        -0.6141
S13R12          111           7.9735        -0.9816
S13R12          112          19.9547         0.7061
S13R12          113        -135.6790        -9.4839
S13R12          114          14.1451         0.5543
S13R12          115         122.0477        -0.2045
S13R12          116        -308.4511        -0.4077
S13R12          117        -167.6650         0.0920
S13R12          118        -191.7149        -0.2249
S13R12          119        -313.7955        -1.1757
S13R12          120        -162.8842         0.4479
