Filename       Segment   T0T6000Corr-ASNM T0T6000Lev-ASNM
G24T03            1          -1.2673        -1.5287
G24T03            2          -0.0906         0.3859
G24T03            3           0.0527        -0.6792
G24T03            4          -0.1003         0.0992
G24T03            5          -0.0429        -0.8113
G24T03            6          -0.1650         2.3945
G24T03            7           0.5101         0.8392
G24T03            8           0.0279         0.0793
G24T03            9           0.2519        -1.6351
G24T03           10           1.0050        -1.6088
G24T03           11           0.0267        -0.2886
G24T03           12           0.0322        -0.1544
G24T03           13           0.0151        -0.2394
G24T03           14           0.1009         0.5200
G24T03           15           0.0067         0.5652
G24T03           16           1.0250        -0.7038
G24T03           17          -0.2207        -0.3551
G24T03           18          -0.1881        -0.4754
G24T03           19          -0.3215        -0.0361
G24T03           20           0.8026        -0.0559
G24T03           21          -0.5302        -0.2468
G24T03           22           2.2131         0.7460
G24T03           23           0.6569        -0.0224
G24T03           24           0.9051         0.1173
G24T03           25           2.3034        -0.0011
G24T03           26          -0.2845         0.9510
G24T03           27           0.1082        -0.2730
G24T03           28          -0.0305         0.8408
G24T03           29           1.3407        -0.9608
G24T03           30           0.2515         0.3859
G24T03           31           4.0448         6.1103
G24T03           32          -0.4733        -2.9344
G24T03           33           0.7498        -0.2475
G24T03           34          -2.5785        -1.0632
G24T03           35           1.1552         0.5170
G24T03           36           0.4770         0.0430
G24T03           37           0.5066        -0.1988
G24T03           38          -0.8758         0.5409
G24T03           39          -0.0589         0.5897
G24T03           40           1.4334        -0.7288
G24T03           41          -0.8232        -0.2562
G24T03           42           0.7413         0.5642
G24T03           43          -0.1882        -0.0229
G24T03           44           0.3770        -0.0927
G24T03           45          -2.4821        -0.7257
G24T03           46           0.1730        -0.0700
G24T03           47          -0.0439         0.1206
G24T03           48          -0.2874         0.0481
G24T03           49           1.8169         0.1238
G24T03           50           0.2085         0.1672
G24T03           51          -0.0231        -0.0425
G24T03           52           0.1259         0.2130
G24T03           53           0.4756         0.3209
G24T03           54           0.0041         0.0921
G24T03           55          -0.6725        -0.8552
G24T03           56           0.1064        -0.0297
G24T03           57           0.4020         0.0576
G24T03           58          -0.7688        -0.7040
G24T03           59          -0.0900         0.0767
G24T03           60          -0.1074         0.2618
G24T03           61           0.0875        -1.3700
G24T03           62          -0.2694        -0.0617
G24T03           63          -0.7958        -0.8106
G24T03           64           0.0636        -0.0587
G24T03           65           0.2727        -0.0172
G24T03           66          -0.1163         0.0214
G24T03           67           0.6800         0.1419
G24T03           68           0.4786         0.0678
G24T03           69           0.1104         0.1578
G24T03           70          -1.5635        -2.7916
G24T03           71           0.1617         0.0679
G24T03           72           0.0366        -0.0279
G24T03           73           0.2774        -0.0482
G24T03           74           0.1576        -0.2105
G24T03           75           0.0556        -0.0094
G24T03           76           0.2987         0.0002
G24T03           77           0.1139         0.0897
G24T03           78           0.0462         0.0113
G24T03           79          -0.1517         0.0346
G24T03           80           0.2948         0.0300
G24T03           81          -0.3666        -0.3314
G24T03           82           1.4557         0.1264
G24T03           83           5.1115        -0.2774
G24T03           84          -4.2473        -0.0166
G24T03           85           2.7412         0.0800
G24T03           86          -2.4995         0.1575
G24T03           87           1.6105        -0.0537
G24T03           88          -0.2989         0.1768
G24T03           89          -0.2408        -0.0268
G24T03           90           1.4295        -1.0638
G24T03           91           0.0958         0.0531
G24T03           92           0.3845         0.1659
G24T03           93           0.1294         0.0280
G24T03           94          -1.3117         0.0453
G24T03           95           1.5626         0.2114
G24T03           96           2.1640        -0.4173
G24T03           97          -0.9347         0.0934
G24T03           98           2.9085         0.1228
G24T03           99           0.8184         0.0439
G24T03          100          -0.4305         0.1155
G24T03          101           0.4708        -0.3993
G24T03          102           0.0841         0.0328
G24T03          103           0.3667         0.1081
G24T03          104           0.2279        -0.0772
G24T03          105          -0.1362        -0.1412
G24T03          106           0.3227         0.1396
G24T03          107          -0.6330         0.2661
G24T03          108          -0.0545         0.0417
G24T03          109          -0.5987        -0.0101
G24T03          110           0.1107         0.2421
G24T03          111          -0.4781        -0.0148
G24T03          112           0.3649        -0.1154
G24T03          113           0.3974        -0.2171
G24T03          114          -0.3970        -1.5998
G24T03          115           0.2528         0.2925
G24T03          116           2.5464        -0.0666
G24T03          117          -0.4175         0.2271
G24T03          118          -0.1949        -0.1338
G24T03          119          -0.0732         0.2631
G24T03          120          -0.0712         0.0467
