Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,EDbufferscreen.started,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,EDleftbutton.nback,EDrightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,M28I03,2021_Oct_20_0837,t1_Paradigm,2021.1.4,59.93234227527247,
0,0,0,0,0,2498.589231836726,2498.9759674501256,EDleftbutton,1,0,1.00,1.00,1,2,M28I03,2021_Oct_20_0837,t1_Paradigm,2021.1.4,59.93234227527247,
1,0,1,1,1,None,2507.811952691991,EDleftbutton,1,0,1.00,2.00,1,2,M28I03,2021_Oct_20_0837,t1_Paradigm,2021.1.4,59.93234227527247,
2,0,2,2,2,None,2511.1911943741143,EDrightbutton,0,1,0.50,2.00,1,2,M28I03,2021_Oct_20_0837,t1_Paradigm,2021.1.4,59.93234227527247,
3,0,3,3,3,None,2514.4240657206974,EDrightbutton,0,1,0.75,2.00,1,2,M28I03,2021_Oct_20_0837,t1_Paradigm,2021.1.4,59.93234227527247,
4,0,4,4,4,None,2517.2908601306845,EDrightbutton,0,1,0.88,2.00,1,2,M28I03,2021_Oct_20_0837,t1_Paradigm,2021.1.4,59.93234227527247,
5,0,5,5,5,None,2519.7096191472374,EDrightbutton,0,1,0.94,2.00,1,2,M28I03,2021_Oct_20_0837,t1_Paradigm,2021.1.4,59.93234227527247,
6,0,6,6,6,None,2521.50505952636,EDrightbutton,0,1,0.97,2.00,1,2,M28I03,2021_Oct_20_0837,t1_Paradigm,2021.1.4,59.93234227527247,
0,0,0,0,0,2522.854569613817,2523.1850779660745,EDleftbutton,1,0,1.00,1.00,1,4,M28I03,2021_Oct_20_0837,t1_Paradigm,2021.1.4,59.93234227527247,
1,0,1,1,1,None,2525.505088398524,EDleftbutton,1,0,1.00,2.00,1,4,M28I03,2021_Oct_20_0837,t1_Paradigm,2021.1.4,59.93234227527247,
2,0,2,2,2,None,2526.3715620066505,EDleftbutton,1,0,0.50,2.00,1,4,M28I03,2021_Oct_20_0837,t1_Paradigm,2021.1.4,59.93234227527247,
3,0,3,3,3,None,2527.638287251699,EDleftbutton,1,0,0.25,2.00,1,4,M28I03,2021_Oct_20_0837,t1_Paradigm,2021.1.4,59.93234227527247,
4,0,4,4,4,None,2529.3219551332877,EDrightbutton,0,1,0.12,2.00,1,4,M28I03,2021_Oct_20_0837,t1_Paradigm,2021.1.4,59.93234227527247,
5,0,5,5,5,None,2531.8883927153074,EDrightbutton,0,1,0.19,2.00,1,4,M28I03,2021_Oct_20_0837,t1_Paradigm,2021.1.4,59.93234227527247,
6,0,6,6,6,None,2532.67179179698,EDrightbutton,0,1,0.22,2.00,1,4,M28I03,2021_Oct_20_0837,t1_Paradigm,2021.1.4,59.93234227527247,
0,0,0,0,0,2533.3045057582203,2533.6269549263525,EDleftbutton,1,0,1.00,1.00,2,4,M28I03,2021_Oct_20_0837,t1_Paradigm,2021.1.4,59.93234227527247,
