Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,EDbufferscreen.started,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,EDleftbutton.nback,EDrightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
0,0,0,0,0,3071.687253924785,3072.063688190654,EDleftbutton,1,0,1.00,1.00,3,4,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
1,0,1,1,1,None,3079.4867683587363,EDleftbutton,1,0,1.00,2.00,3,4,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
2,0,2,2,2,None,3085.6448535169475,EDrightbutton,0,1,0.50,2.00,3,4,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
3,0,3,3,3,None,3090.1781301537994,EDrightbutton,0,1,0.75,2.00,3,4,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
4,0,4,4,4,None,3096.794942363049,EDrightbutton,0,1,0.88,2.00,3,4,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
5,0,5,5,5,None,3100.2629928842653,EDrightbutton,0,1,0.94,2.00,3,4,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
6,0,6,6,6,None,3104.5583341646707,EDrightbutton,0,1,0.97,2.00,3,4,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
0,0,0,0,0,3106.3745511578163,3106.7085516524967,EDleftbutton,1,0,1.00,1.00,2,4,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
1,0,1,1,1,None,3113.0586945858086,EDleftbutton,1,0,1.00,2.00,2,4,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
2,0,2,2,2,None,3118.591824616189,EDrightbutton,0,1,0.50,2.00,2,4,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
3,0,3,3,3,None,3120.9082403461216,EDrightbutton,0,1,0.75,2.00,2,4,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
4,0,4,4,4,None,3122.908418391249,EDrightbutton,0,1,0.88,2.00,2,4,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
5,0,5,5,5,None,3124.7415397278965,EDrightbutton,0,1,0.94,2.00,2,4,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
6,0,6,6,6,None,3126.741541331983,EDrightbutton,0,1,0.97,2.00,2,4,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
0,0,0,0,0,3128.607887816732,3128.931600510259,EDleftbutton,1,0,1.00,1.00,2,3,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
1,0,1,1,1,None,3167.5758794707945,EDleftbutton,1,0,1.00,2.00,2,3,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
2,0,2,2,2,None,3172.7257739108754,EDrightbutton,0,1,0.50,2.00,2,3,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
3,0,3,3,3,None,3174.608415536117,EDrightbutton,0,1,0.75,2.00,2,3,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
4,0,4,4,4,None,3175.877188311075,EDrightbutton,0,1,0.88,2.00,2,3,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
5,0,5,5,5,None,3177.958258198807,EDrightbutton,0,1,0.94,2.00,2,3,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
6,0,6,6,6,None,3179.0917849971447,EDrightbutton,0,1,0.97,2.00,2,3,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
0,0,0,0,0,3179.8079752674093,3180.1515860293293,EDleftbutton,1,0,1.00,1.00,1,3,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
1,0,1,1,1,None,3186.1255032180343,EDleftbutton,1,0,1.00,2.00,1,3,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
2,0,2,2,2,None,3192.7421572718304,EDrightbutton,0,1,0.50,2.00,1,3,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
3,0,3,3,3,None,3194.2583194399485,EDrightbutton,0,1,0.75,2.00,1,3,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
4,0,4,4,4,None,3195.3252252752427,EDrightbutton,0,1,0.88,2.00,1,3,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
5,0,5,5,5,None,3196.1251086315606,EDrightbutton,0,1,0.94,2.00,1,3,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
6,0,6,6,6,None,3196.941725344048,EDrightbutton,0,1,0.97,2.00,1,3,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
0,0,0,0,0,3197.974759294186,3198.297095426009,EDleftbutton,1,0,1.00,1.00,1,2,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
1,0,1,1,1,None,3202.1258673283737,EDleftbutton,1,0,1.00,2.00,1,2,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
2,0,2,2,2,None,3208.7416863344843,EDrightbutton,0,1,0.50,2.00,1,2,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
3,0,3,3,3,None,3210.4251477373764,EDrightbutton,0,1,0.75,2.00,1,2,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
4,0,4,4,4,None,3211.4085443060612,EDrightbutton,0,1,0.88,2.00,1,2,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
5,0,5,5,5,None,3212.2916449991753,EDrightbutton,0,1,0.94,2.00,1,2,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
6,0,6,6,6,None,3213.608260909561,EDrightbutton,0,1,0.97,2.00,1,2,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
0,0,0,0,0,3216.641313787084,3216.9642504603835,EDleftbutton,1,0,1.00,1.00,1,4,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
1,0,1,1,1,None,3219.4753622416174,EDleftbutton,1,0,1.00,2.00,1,4,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
2,0,2,2,2,None,3223.1915252436884,EDleftbutton,1,0,0.50,2.00,1,4,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
3,0,3,3,3,None,3240.0083135853056,EDrightbutton,0,1,0.25,2.00,1,4,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
4,0,4,4,4,None,3241.53470163967,EDrightbutton,0,1,0.38,2.00,1,4,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
5,0,5,5,5,None,3243.125136541319,EDrightbutton,0,1,0.44,2.00,1,4,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
6,0,6,6,6,None,3245.7750365954125,EDrightbutton,0,1,0.47,2.00,1,4,M28B11,2021_Oct_13_1310,t1_Paradigm,2021.1.4,59.988357127968534,
