Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,R27R01,2021_Oct_26_1450,ER,2021.1.4,60.003869119784284,
0,0,0,0,0,1245.3207210085754,EDleftbutton,1,0,1.00,1.00,R27R01,2021_Oct_26_1450,ER,2021.1.4,60.003869119784284,
1,0,1,1,1,1252.6477586055896,EDrightbutton,0,1,1.00,2.00,R27R01,2021_Oct_26_1450,ER,2021.1.4,60.003869119784284,
2,0,2,2,2,1254.657058009636,EDrightbutton,0,1,1.50,2.00,R27R01,2021_Oct_26_1450,ER,2021.1.4,60.003869119784284,
3,0,3,3,3,1255.8577779531495,EDrightbutton,0,1,1.75,2.00,R27R01,2021_Oct_26_1450,ER,2021.1.4,60.003869119784284,
4,0,4,4,4,1257.390466859725,EDrightbutton,0,1,1.88,2.00,R27R01,2021_Oct_26_1450,ER,2021.1.4,60.003869119784284,
5,0,5,5,5,1258.242414239239,EDrightbutton,0,1,1.94,2.00,R27R01,2021_Oct_26_1450,ER,2021.1.4,60.003869119784284,
6,0,6,6,6,1258.8885762140183,EDrightbutton,0,1,1.97,2.00,R27R01,2021_Oct_26_1450,ER,2021.1.4,60.003869119784284,
0,0,0,0,0,1259.8997702737945,EDleftbutton,1,0,1.00,1.00,R27R01,2021_Oct_26_1450,ER,2021.1.4,60.003869119784284,
1,0,1,1,1,1266.371999259589,EDrightbutton,0,1,1.00,2.00,R27R01,2021_Oct_26_1450,ER,2021.1.4,60.003869119784284,
2,0,2,2,2,1269.1220541969062,EDrightbutton,0,1,1.50,2.00,R27R01,2021_Oct_26_1450,ER,2021.1.4,60.003869119784284,
3,0,3,3,3,1270.03868741998,EDrightbutton,0,1,1.75,2.00,R27R01,2021_Oct_26_1450,ER,2021.1.4,60.003869119784284,
4,0,4,4,4,1270.5385672796867,EDrightbutton,0,1,1.88,2.00,R27R01,2021_Oct_26_1450,ER,2021.1.4,60.003869119784284,
5,0,5,5,5,1270.9219989548276,EDrightbutton,0,1,1.94,2.00,R27R01,2021_Oct_26_1450,ER,2021.1.4,60.003869119784284,
6,0,6,6,6,1271.3051582691971,EDrightbutton,0,1,1.97,2.00,R27R01,2021_Oct_26_1450,ER,2021.1.4,60.003869119784284,
0,0,0,0,0,1272.0249474767168,EDrightbutton,0,1,1.00,1.00,R27R01,2021_Oct_26_1450,ER,2021.1.4,60.003869119784284,
1,0,1,1,1,1276.0553668706004,EDleftbutton,1,0,2.00,1.00,R27R01,2021_Oct_26_1450,ER,2021.1.4,60.003869119784284,
2,0,2,2,2,1277.1552369779308,EDleftbutton,1,0,2.00,1.50,R27R01,2021_Oct_26_1450,ER,2021.1.4,60.003869119784284,
3,0,3,3,3,1278.455201465166,EDleftbutton,1,0,2.00,1.75,R27R01,2021_Oct_26_1450,ER,2021.1.4,60.003869119784284,
4,0,4,4,4,1279.055423331726,EDleftbutton,1,0,2.00,1.88,R27R01,2021_Oct_26_1450,ER,2021.1.4,60.003869119784284,
5,0,5,5,5,1279.5220078089585,EDleftbutton,1,0,2.00,1.94,R27R01,2021_Oct_26_1450,ER,2021.1.4,60.003869119784284,
6,0,6,6,6,1279.9550636807714,EDleftbutton,1,0,2.00,1.97,R27R01,2021_Oct_26_1450,ER,2021.1.4,60.003869119784284,
