Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,E03T01,2021_Oct_26_0847,ER,2021.1.4,60.05045318104658,
0,0,0,0,0,1207.7224688653369,EDleftbutton,1,0,1.00,1.00,E03T01,2021_Oct_26_0847,ER,2021.1.4,60.05045318104658,
1,0,1,1,1,1217.3657195633277,EDrightbutton,0,1,1.00,2.00,E03T01,2021_Oct_26_0847,ER,2021.1.4,60.05045318104658,
2,0,2,2,2,1226.1181715320563,EDrightbutton,0,1,1.50,2.00,E03T01,2021_Oct_26_0847,ER,2021.1.4,60.05045318104658,
3,0,3,3,3,1233.562905553612,EDleftbutton,1,0,1.75,2.00,E03T01,2021_Oct_26_0847,ER,2021.1.4,60.05045318104658,
4,0,4,4,4,1234.6779611373786,EDleftbutton,1,0,1.62,2.00,E03T01,2021_Oct_26_0847,ER,2021.1.4,60.05045318104658,
5,0,5,5,5,1237.1206808441784,EDrightbutton,0,1,1.56,2.00,E03T01,2021_Oct_26_0847,ER,2021.1.4,60.05045318104658,
6,0,6,6,6,1237.7948898831382,EDrightbutton,0,1,1.59,2.00,E03T01,2021_Oct_26_0847,ER,2021.1.4,60.05045318104658,
0,0,0,0,0,1239.8082352400525,EDleftbutton,1,0,1.00,1.00,E03T01,2021_Oct_26_0847,ER,2021.1.4,60.05045318104658,
1,0,1,1,1,1247.35392688727,EDrightbutton,0,1,1.00,2.00,E03T01,2021_Oct_26_0847,ER,2021.1.4,60.05045318104658,
2,0,2,2,2,1249.409273226629,EDleftbutton,1,0,1.50,2.00,E03T01,2021_Oct_26_0847,ER,2021.1.4,60.05045318104658,
3,0,3,3,3,1251.7426575673744,EDrightbutton,0,1,1.25,2.00,E03T01,2021_Oct_26_0847,ER,2021.1.4,60.05045318104658,
4,0,4,4,4,1253.233842413756,EDrightbutton,0,1,1.38,2.00,E03T01,2021_Oct_26_0847,ER,2021.1.4,60.05045318104658,
5,0,5,5,5,1254.344899844029,EDleftbutton,1,0,1.44,2.00,E03T01,2021_Oct_26_0847,ER,2021.1.4,60.05045318104658,
6,0,6,6,6,1255.7761329197092,EDrightbutton,0,1,1.41,2.00,E03T01,2021_Oct_26_0847,ER,2021.1.4,60.05045318104658,
0,0,0,0,0,1257.6096957867267,EDrightbutton,0,1,1.00,1.00,E03T01,2021_Oct_26_0847,ER,2021.1.4,60.05045318104658,
1,0,1,1,1,1263.4705643448979,EDleftbutton,1,0,2.00,1.00,E03T01,2021_Oct_26_0847,ER,2021.1.4,60.05045318104658,
2,0,2,2,2,1265.042524210061,EDleftbutton,1,0,2.00,1.50,E03T01,2021_Oct_26_0847,ER,2021.1.4,60.05045318104658,
3,0,3,3,3,1266.9927906199591,EDrightbutton,0,1,2.00,1.75,E03T01,2021_Oct_26_0847,ER,2021.1.4,60.05045318104658,
4,0,4,4,4,1267.6927979021566,EDrightbutton,0,1,2.00,1.62,E03T01,2021_Oct_26_0847,ER,2021.1.4,60.05045318104658,
5,0,5,5,5,1269.109276338364,EDleftbutton,1,0,2.00,1.56,E03T01,2021_Oct_26_0847,ER,2021.1.4,60.05045318104658,
6,0,6,6,6,1270.2094271472888,EDleftbutton,1,0,2.00,1.59,E03T01,2021_Oct_26_0847,ER,2021.1.4,60.05045318104658,
