Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,F30T02,2021_Sep_29_0852,ER_paradigm,2021.1.4,60.009163502989075,
0,0,0,0,0,1226.4605468133464,EDrightbutton,0,1,1.00,1.00,F30T02,2021_Sep_29_0852,ER_paradigm,2021.1.4,60.009163502989075,
1,0,1,1,1,1231.559783689659,EDrightbutton,0,1,2.00,1.00,F30T02,2021_Sep_29_0852,ER_paradigm,2021.1.4,60.009163502989075,
2,0,2,2,2,1239.9264096358643,EDleftbutton,1,0,2.00,0.50,F30T02,2021_Sep_29_0852,ER_paradigm,2021.1.4,60.009163502989075,
3,0,3,3,3,1241.1756538264613,EDleftbutton,1,0,2.00,0.75,F30T02,2021_Sep_29_0852,ER_paradigm,2021.1.4,60.009163502989075,
4,0,4,4,4,1242.9265594503763,EDleftbutton,1,0,2.00,0.88,F30T02,2021_Sep_29_0852,ER_paradigm,2021.1.4,60.009163502989075,
5,0,5,5,5,1243.8774469169007,EDleftbutton,1,0,2.00,0.94,F30T02,2021_Sep_29_0852,ER_paradigm,2021.1.4,60.009163502989075,
6,0,6,6,6,1244.690854706229,EDleftbutton,1,0,2.00,0.97,F30T02,2021_Sep_29_0852,ER_paradigm,2021.1.4,60.009163502989075,
0,0,0,0,0,1246.1548841455829,EDrightbutton,0,1,1.00,1.00,F30T02,2021_Sep_29_0852,ER_paradigm,2021.1.4,60.009163502989075,
1,0,1,1,1,1249.2742709134004,EDrightbutton,0,1,2.00,1.00,F30T02,2021_Sep_29_0852,ER_paradigm,2021.1.4,60.009163502989075,
2,0,2,2,2,1253.207631365192,EDleftbutton,1,0,2.00,0.50,F30T02,2021_Sep_29_0852,ER_paradigm,2021.1.4,60.009163502989075,
3,0,3,3,3,1255.5020887415199,EDrightbutton,0,1,2.00,0.75,F30T02,2021_Sep_29_0852,ER_paradigm,2021.1.4,60.009163502989075,
4,0,4,4,4,1256.1789981868274,EDrightbutton,0,1,2.00,0.62,F30T02,2021_Sep_29_0852,ER_paradigm,2021.1.4,60.009163502989075,
5,0,5,5,5,1257.3073090233888,EDrightbutton,0,1,2.00,0.56,F30T02,2021_Sep_29_0852,ER_paradigm,2021.1.4,60.009163502989075,
6,0,6,6,6,1257.9258774254236,EDleftbutton,1,0,2.00,0.53,F30T02,2021_Sep_29_0852,ER_paradigm,2021.1.4,60.009163502989075,
0,0,0,0,0,1259.480156795163,EDrightbutton,0,1,1.00,1.00,F30T02,2021_Sep_29_0852,ER_paradigm,2021.1.4,60.009163502989075,
1,0,1,1,1,1262.9909200215066,EDrightbutton,0,1,2.00,1.00,F30T02,2021_Sep_29_0852,ER_paradigm,2021.1.4,60.009163502989075,
2,0,2,2,2,1264.585425710609,EDrightbutton,0,1,2.00,0.50,F30T02,2021_Sep_29_0852,ER_paradigm,2021.1.4,60.009163502989075,
3,0,3,3,3,1265.4406108967446,EDrightbutton,0,1,2.00,0.25,F30T02,2021_Sep_29_0852,ER_paradigm,2021.1.4,60.009163502989075,
4,0,4,4,4,1266.4246169945477,EDrightbutton,0,1,2.00,0.12,F30T02,2021_Sep_29_0852,ER_paradigm,2021.1.4,60.009163502989075,
5,0,5,5,5,1267.2408532947006,EDrightbutton,0,1,2.00,0.06,F30T02,2021_Sep_29_0852,ER_paradigm,2021.1.4,60.009163502989075,
6,0,6,6,6,1267.840811975409,EDrightbutton,0,1,2.00,0.03,F30T02,2021_Sep_29_0852,ER_paradigm,2021.1.4,60.009163502989075,
