Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,H02N01,2021_Oct_27_1022,ER,2021.1.4,60.02222055595822,
0,0,0,0,0,1204.8525648757786,EDleftbutton,1,0,1.00,1.00,H02N01,2021_Oct_27_1022,ER,2021.1.4,60.02222055595822,
1,0,1,1,1,1215.2091051293683,EDrightbutton,0,1,1.00,2.00,H02N01,2021_Oct_27_1022,ER,2021.1.4,60.02222055595822,
2,0,2,2,2,1219.438520230411,EDrightbutton,0,1,1.50,2.00,H02N01,2021_Oct_27_1022,ER,2021.1.4,60.02222055595822,
3,0,3,3,3,1222.8380646274745,EDrightbutton,0,1,1.75,2.00,H02N01,2021_Oct_27_1022,ER,2021.1.4,60.02222055595822,
4,0,4,4,4,1226.7380440319976,EDrightbutton,0,1,1.88,2.00,H02N01,2021_Oct_27_1022,ER,2021.1.4,60.02222055595822,
5,0,5,5,5,1229.8406599152804,EDrightbutton,0,1,1.94,2.00,H02N01,2021_Oct_27_1022,ER,2021.1.4,60.02222055595822,
6,0,6,6,6,1231.6026938381692,EDrightbutton,0,1,1.97,2.00,H02N01,2021_Oct_27_1022,ER,2021.1.4,60.02222055595822,
0,0,0,0,0,1233.764256118011,EDleftbutton,1,0,1.00,1.00,H02N01,2021_Oct_27_1022,ER,2021.1.4,60.02222055595822,
1,0,1,1,1,1240.1363125996868,EDrightbutton,0,1,1.00,2.00,H02N01,2021_Oct_27_1022,ER,2021.1.4,60.02222055595822,
2,0,2,2,2,1242.8028585378925,EDrightbutton,0,1,1.50,2.00,H02N01,2021_Oct_27_1022,ER,2021.1.4,60.02222055595822,
3,0,3,3,3,1244.102757677756,EDrightbutton,0,1,1.75,2.00,H02N01,2021_Oct_27_1022,ER,2021.1.4,60.02222055595822,
4,0,4,4,4,1245.2195193231892,EDrightbutton,0,1,1.88,2.00,H02N01,2021_Oct_27_1022,ER,2021.1.4,60.02222055595822,
5,0,5,5,5,1246.1029366852454,EDrightbutton,0,1,1.94,2.00,H02N01,2021_Oct_27_1022,ER,2021.1.4,60.02222055595822,
6,0,6,6,6,1246.7862195029593,EDrightbutton,0,1,1.97,2.00,H02N01,2021_Oct_27_1022,ER,2021.1.4,60.02222055595822,
0,0,0,0,0,1247.8041760715132,EDleftbutton,1,0,1.00,1.00,H02N01,2021_Oct_27_1022,ER,2021.1.4,60.02222055595822,
1,0,1,1,1,1260.102800023611,EDrightbutton,0,1,1.00,2.00,H02N01,2021_Oct_27_1022,ER,2021.1.4,60.02222055595822,
2,0,2,2,2,1261.8693813141872,EDrightbutton,0,1,1.50,2.00,H02N01,2021_Oct_27_1022,ER,2021.1.4,60.02222055595822,
3,0,3,3,3,1263.6028228005453,EDrightbutton,0,1,1.75,2.00,H02N01,2021_Oct_27_1022,ER,2021.1.4,60.02222055595822,
4,0,4,4,4,1264.0694356580352,EDrightbutton,0,1,1.88,2.00,H02N01,2021_Oct_27_1022,ER,2021.1.4,60.02222055595822,
5,0,5,5,5,1264.7027683283814,EDrightbutton,0,1,1.94,2.00,H02N01,2021_Oct_27_1022,ER,2021.1.4,60.02222055595822,
6,0,6,6,6,1265.3528112516797,EDrightbutton,0,1,1.97,2.00,H02N01,2021_Oct_27_1022,ER,2021.1.4,60.02222055595822,
