Filename       Segment   T0T6000Corr-ASNM T0T6000Lev-ASNM
B21L11            1          -0.0249         0.3050
B21L11            2           0.8214        -0.0541
B21L11            3          -0.9000         0.1251
B21L11            4          -0.2047         0.5544
B21L11            5           0.5155         0.1565
B21L11            6           1.1747        -0.0445
B21L11            7           0.4655         0.1931
B21L11            8           1.0955         0.1786
B21L11            9          -0.7536        -0.9550
B21L11           10          -0.1983         0.2895
B21L11           11           1.1257        -0.0041
B21L11           12          -0.4003        -0.0645
B21L11           13          -0.2098         0.2262
B21L11           14           0.3135         0.4891
B21L11           15          -0.6873         0.3288
B21L11           16          -0.7030         0.2800
B21L11           17          -0.7066        -0.0796
B21L11           18           0.4215         0.1162
B21L11           19          -0.4031         0.1390
B21L11           20           0.5295        -0.0765
B21L11           21           2.5737         0.1919
B21L11           22           0.0895         0.1144
B21L11           23           1.6008        -0.1213
B21L11           24          -0.5873        -0.6239
B21L11           25           7.5175         0.6549
B21L11           26          -5.7443        -0.2071
B21L11           27          -0.8450         0.1912
B21L11           28          -0.3776        -0.3668
B21L11           29           1.2323         0.6461
B21L11           30           7.5249         0.9733
B21L11           31           0.3268         0.2386
B21L11           32           1.0262         0.7308
B21L11           33          -2.6824        -0.4455
B21L11           34          -1.1193        -0.0089
B21L11           35          10.2411         5.2341
B21L11           36           9.8506         2.7047
B21L11           37           1.5212        -0.0823
B21L11           38           0.5238         0.2872
B21L11           39          -0.2497         0.4706
B21L11           40           5.9960         1.0470
B21L11           41           5.8374         0.7036
B21L11           42           0.3661         0.3389
B21L11           43          -0.5531        -0.2545
B21L11           44          -0.6465        -0.0685
B21L11           45          -2.5897         0.4074
B21L11           46          -0.3561         0.0506
B21L11           47          -1.4712         0.1161
B21L11           48           1.1048         0.5088
B21L11           49           0.3469        -0.0059
B21L11           50           1.0516         0.2083
B21L11           51          -4.4491        -0.5739
B21L11           52           0.5133         0.0068
B21L11           53           0.8539        -0.0423
B21L11           54           0.7077        -0.1669
B21L11           55           0.0831         0.1978
B21L11           56           1.8415        -0.4210
B21L11           57           1.6434        -0.3904
B21L11           58           3.9021         0.4837
B21L11           59          -1.1010         0.3452
B21L11           60          -1.0933         0.6043
B21L11           61           1.5141         0.1612
B21L11           62          -0.7592        -0.0929
B21L11           63           0.0913         0.5647
B21L11           64           0.0614         0.0542
B21L11           65          -2.2095         0.5460
B21L11           66          -0.7274        -0.0608
B21L11           67          -0.3066         0.2766
B21L11           68           0.6034         0.7221
B21L11           69           1.5777        -0.0271
B21L11           70          -0.3517        -0.0870
B21L11           71           0.2478        -0.2320
B21L11           72           2.5632         0.0506
B21L11           73          -1.5102        -0.1766
B21L11           74           0.5727         0.1741
B21L11           75           0.4498         0.0906
B21L11           76           1.4332        -0.2088
B21L11           77           5.3111         0.3549
B21L11           78           1.6685         0.0365
B21L11           79          -0.7758         0.3252
B21L11           80          -0.9350        -0.0782
B21L11           81           3.1829         0.1801
B21L11           82           0.8146        -0.0190
B21L11           83          -0.4870        -0.3508
B21L11           84          -0.1436         0.2672
B21L11           85          -0.7352        -0.0075
B21L11           86           0.0740        -0.4476
B21L11           87          -0.2057         0.0575
B21L11           88          -1.5037         0.3489
B21L11           89           1.3593         0.1140
B21L11           90           0.5472        -0.0641
B21L11           91           0.2523         0.3851
B21L11           92           0.6561         0.0054
B21L11           93          -0.8747         0.1430
B21L11           94           2.0756         0.5314
B21L11           95           1.2495         0.1118
B21L11           96          -0.0179         0.0778
B21L11           97           0.2602        -0.0021
B21L11           98           1.1466         0.7557
B21L11           99           0.1901         0.0263
B21L11          100           0.3748         0.5270
B21L11          101          -0.6740        -0.3277
B21L11          102           0.7110        -0.3079
B21L11          103          -0.5755        -0.1111
B21L11          104           0.9885        -0.1601
B21L11          105          -0.9582        -0.4097
B21L11          106          -0.2098        -0.0977
B21L11          107           0.4426         0.3522
B21L11          108           0.8860         0.4530
B21L11          109          -3.2052        -0.1223
B21L11          110          -0.0006        -0.2315
B21L11          111          -1.4058         0.3669
B21L11          112          -1.7275         0.0687
B21L11          113          -1.3768        -0.4890
B21L11          114           0.7903        -0.0366
B21L11          115          -0.8760        -0.1689
B21L11          116          -3.3116        -0.7245
B21L11          117          -1.6828         0.3507
B21L11          118          -0.7032         0.1564
B21L11          119           2.3482         0.2313
B21L11          120          -0.4442        -0.2255
