Filename       Segment   T0T6000Corr-ASNM T0T6000Lev-ASNM
B31N11            1          -0.9022        -0.0165
B31N11            2           0.0877         0.0964
B31N11            3           0.3698         0.2774
B31N11            4           0.1484         0.4166
B31N11            5           1.0048         0.6325
B31N11            6           0.2281        -0.4112
B31N11            7           0.6263        -9.4355
B31N11            8           0.2828         0.0645
B31N11            9           0.7243         0.0510
B31N11           10           0.5550         0.0607
B31N11           11           1.2309         0.1224
B31N11           12           0.0350         0.0884
B31N11           13           0.7231         0.0756
B31N11           14          -0.2604        -0.0422
B31N11           15           0.4523         0.3388
B31N11           16           0.6492         0.0651
B31N11           17           0.5296         0.0561
B31N11           18           0.0385        -0.3142
B31N11           19          -0.2826         0.4228
B31N11           20           0.5666         0.4225
B31N11           21           0.9035        -3.4087
B31N11           22           0.2339         0.4647
B31N11           23          -1.2224         0.0345
B31N11           24           0.6837        -0.4599
B31N11           25          -0.0934        -0.1434
B31N11           26           1.3144        -0.0013
B31N11           27           1.4599         3.4294
B31N11           28           0.7651        -1.1434
B31N11           29           1.3604         1.1744
B31N11           30           2.3311         0.8213
B31N11           31          -0.1482        -0.0620
B31N11           32          -0.4797         0.2464
B31N11           33          -1.3480         0.0224
B31N11           34          -0.2363        -1.7527
B31N11           35           0.3263        -0.3559
B31N11           36           2.1922        -0.9310
B31N11           37          -0.3349        -0.0290
B31N11           38           0.1131         0.6426
B31N11           39           0.2285         0.4246
B31N11           40           1.7181         0.1926
B31N11           41           1.0572        -2.9137
B31N11           42          -0.1609        -0.1033
B31N11           43          -0.8221        -0.1822
B31N11           44           1.5359        -2.0953
B31N11           45           0.7424        -0.7840
B31N11           46          -0.1912        -0.1719
B31N11           47           0.0865         0.2515
B31N11           48           0.1206        -0.0169
B31N11           49           0.6161         0.2670
B31N11           50           0.8752        -0.3743
B31N11           51           0.8596         0.3811
B31N11           52           0.8691        -1.4388
B31N11           53          -0.6046        -0.1848
B31N11           54           0.0365        -0.5126
B31N11           55          -0.1982         0.3300
B31N11           56           1.5663        -0.3502
B31N11           57           0.7954         1.2772
B31N11           58           2.6866        -0.3215
B31N11           59          -0.0532        -1.3055
B31N11           60           2.4617        -0.4053
B31N11           61          -0.1808        -4.7834
B31N11           62           0.4410         0.0684
B31N11           63           0.1007         0.0645
B31N11           64           0.2372        -0.4258
B31N11           65           0.0867        -0.8266
B31N11           66           0.6717         0.5080
B31N11           67           0.1950        -0.7435
B31N11           68          -0.1061        -0.0637
B31N11           69           0.1418        -0.5366
B31N11           70           1.0558        -0.5571
B31N11           71           0.3126        -1.0104
B31N11           72           0.4440        -2.2232
B31N11           73           0.4291         0.6307
B31N11           74          -1.3991         0.1869
B31N11           75           0.3326         0.4146
B31N11           76           0.3423         0.6468
B31N11           77          -0.2833        -1.1636
B31N11           78          -0.0499         0.3935
B31N11           79           0.1740         0.0809
B31N11           80           0.6325       -14.8743
B31N11           81           0.5060        -3.8139
B31N11           82           0.7210        -0.3291
B31N11           83           0.5081        -0.2970
B31N11           84           1.0643        -2.8090
B31N11           85           0.1606        -0.0628
B31N11           86          -0.4624         0.0645
B31N11           87           0.4236        -0.9440
B31N11           88           0.6278        -0.0481
B31N11           89           0.6983         0.9450
B31N11           90           0.2168        -0.0890
B31N11           91           0.1896        -1.3052
B31N11           92           0.9629        -0.6065
B31N11           93           0.8115        -1.2771
B31N11           94          -0.1363         1.3449
B31N11           95           0.2405         1.8330
B31N11           96           1.9132        -1.6442
B31N11           97          -0.2185         0.0684
B31N11           98           0.3417        -0.5076
B31N11           99           0.3977        -0.0492
B31N11          100          -0.0499         0.8541
B31N11          101          -0.0235        -0.7764
B31N11          102           0.1952         0.6087
B31N11          103           0.1429        -0.0919
B31N11          104           0.1954        -0.7749
B31N11          105          -0.0726         0.3785
B31N11          106           0.0808        -0.0040
B31N11          107           0.1160         0.0910
B31N11          108           0.1526        -0.0049
B31N11          109           0.1431        -0.4936
B31N11          110          -0.2534         0.0122
B31N11          111           0.9965        -0.0874
B31N11          112          -0.2655        -0.2145
B31N11          113          -0.3812         0.0521
B31N11          114          -0.9018         0.2237
B31N11          115           0.4381         0.2795
B31N11          116           0.9080         0.1962
B31N11          117           0.0176        -0.2281
B31N11          118           0.3768         0.3135
B31N11          119           0.4278         0.2698
B31N11          120           0.0923        -0.2394
