Filename       Segment   T0T6000Corr-ASNM T0T6000Lev-ASNM
B07R09            1           0.0474        -0.0703
B07R09            2           0.0782        -0.2322
B07R09            3           0.0998         0.0914
B07R09            4           0.0509         0.5152
B07R09            5           0.2047         0.8856
B07R09            6          -0.0641        -1.4135
B07R09            7           0.0066         0.2121
B07R09            8           0.1133         0.1146
B07R09            9           0.0204         0.0521
B07R09           10           0.1094         0.1017
B07R09           11           0.0980         0.2897
B07R09           12           0.1477         0.2806
B07R09           13           0.1266        -0.2171
B07R09           14           0.1736        -0.0635
B07R09           15           0.0418         0.0550
B07R09           16           0.0616        -0.0710
B07R09           17           0.0763         0.0019
B07R09           18           0.0833         0.2046
B07R09           19          -0.0745        -0.1177
B07R09           20           0.1243         0.5142
B07R09           21           0.1413        -0.2016
B07R09           22          -0.1704         0.0545
B07R09           23          -0.1587         0.4247
B07R09           24           0.0298         0.0561
B07R09           25           0.0152         0.3070
B07R09           26          -0.1244         0.1089
B07R09           27           0.1293         0.0588
B07R09           28           0.5910        -0.0921
B07R09           29           0.1368         0.4132
B07R09           30          -0.0660        -0.1164
B07R09           31           0.3031         0.1501
B07R09           32           0.0478         2.3516
B07R09           33           0.1544        -0.8836
B07R09           34           0.3690         0.1085
B07R09           35           0.0435        -0.1189
B07R09           36           0.2981         0.0206
B07R09           37           0.4287         0.0755
B07R09           38           1.1887         0.2672
B07R09           39           0.4239         0.2912
B07R09           40           0.2439         0.1759
B07R09           41           0.9710         0.1768
B07R09           42           0.1263         0.2096
B07R09           43           0.9641        -0.0957
B07R09           44          -0.0720         0.2325
B07R09           45           0.1372         0.0600
B07R09           46           0.3128         0.1968
B07R09           47           0.0119        -0.0170
B07R09           48           0.0982         0.2068
B07R09           49           0.3500         0.3755
B07R09           50           0.0251         0.1076
B07R09           51          -0.1887         0.1553
B07R09           52           0.0914         0.2304
B07R09           53           0.0721         0.0970
B07R09           54           0.6275         0.1559
B07R09           55           0.3309         0.1945
B07R09           56          -0.0170         0.1176
B07R09           57          -0.0808         0.2106
B07R09           58           0.1665         0.1833
B07R09           59           0.2968        -0.2635
B07R09           60           0.1604         0.0503
B07R09           61          -0.1574         0.1452
B07R09           62           0.0895        -0.1402
B07R09           63           0.0540        -0.0101
B07R09           64          -0.1456        -0.0474
B07R09           65           0.3568         0.0741
B07R09           66           0.0720         0.0427
B07R09           67           0.0489         0.0391
B07R09           68          -0.0001         0.0868
B07R09           69          -0.1326        -0.0055
B07R09           70           0.1327        -0.0168
B07R09           71          -0.0980         0.0553
B07R09           72           0.0233        -0.0317
B07R09           73          -0.0532         0.0764
B07R09           74          -0.2177         0.0587
B07R09           75           0.1000         0.0358
B07R09           76           0.3138         0.0562
B07R09           77           0.0587         0.0969
B07R09           78           0.1485         0.0355
B07R09           79          -0.1381        -0.0161
B07R09           80           0.2530         0.0436
B07R09           81          -0.0437        -0.3665
B07R09           82           0.0489         0.0010
B07R09           83           0.0596         0.0154
B07R09           84          -0.1131        -0.0414
B07R09           85           0.1480        -0.0777
B07R09           86          -0.0035        -0.0851
B07R09           87           0.0331        -0.0089
B07R09           88           0.1861         0.0835
B07R09           89          -0.0846         0.0582
B07R09           90           0.1286         0.1058
B07R09           91           0.1031        -0.1669
B07R09           92           0.0261        -0.0312
B07R09           93          -0.1030         0.0396
B07R09           94           0.0350         0.0437
B07R09           95           0.0312         0.0869
B07R09           96           0.0091         0.1080
B07R09           97           0.0434         0.1530
B07R09           98           0.0194         0.0540
B07R09           99           0.0429        -0.0369
B07R09          100           0.1131        -0.2215
B07R09          101           0.0512        -0.1073
B07R09          102          -0.0623         0.1588
B07R09          103          -0.0183         0.1465
B07R09          104           0.0411        -0.5366
B07R09          105           0.0380         0.1109
B07R09          106          -0.0409        -0.0568
B07R09          107          -0.1200         0.1358
B07R09          108           0.0866        -0.0197
B07R09          109           0.0516         0.0203
B07R09          110           0.0703        -0.1784
B07R09          111          -0.1429        -0.0474
B07R09          112           0.0613         0.0828
B07R09          113           0.0043         0.0337
B07R09          114          -0.0766         0.1757
B07R09          115          -0.0550        -0.1896
B07R09          116           0.2155         0.0977
B07R09          117          -0.1059         0.0695
B07R09          118           0.2559         0.0808
B07R09          119           0.0990        -0.0129
B07R09          120          -0.0563         0.2075
