Filename       Segment   T0T6000Corr-ASNM T0T6000Lev-ASNM
B03E01            1          -0.1175        -0.0892
B03E01            2           0.2054         0.2112
B03E01            3           0.0549        -0.0855
B03E01            4           0.0467         0.2266
B03E01            5           0.5314        -0.8401
B03E01            6          -0.1165         0.0184
B03E01            7           0.3868         0.1782
B03E01            8          -0.7446         0.0696
B03E01            9           0.1247         0.2137
B03E01           10          -0.4648        -0.3063
B03E01           11           0.0807        -0.2938
B03E01           12          -0.2269        -0.4305
B03E01           13           0.3505         0.1943
B03E01           14           0.2859         0.4348
B03E01           15          -0.2507        -0.1457
B03E01           16           0.3802         0.0705
B03E01           17          -0.3652        -1.4857
B03E01           18           0.4602         1.0479
B03E01           19          -0.6428        -0.4372
B03E01           20           0.2133         0.2850
B03E01           21          -0.0972        -0.2803
B03E01           22           1.3980        -1.2770
B03E01           23           2.2081         1.1546
B03E01           24          -0.2763         0.3674
B03E01           25          -0.4456         0.3246
B03E01           26          -1.6494         0.2395
B03E01           27          -0.1770         0.9232
B03E01           28           2.3832         0.3105
B03E01           29           1.3726         1.2105
B03E01           30          -1.1252         0.5683
B03E01           31          -1.2528         0.3046
B03E01           32          -0.9685         0.7903
B03E01           33           2.5634         0.5190
B03E01           34           2.4015         1.4320
B03E01           35           0.3764         0.4100
B03E01           36           0.3049         0.2559
B03E01           37           0.4692         0.1659
B03E01           38          -0.5335         0.1799
B03E01           39          -1.2481         0.3007
B03E01           40          -1.6401         1.1890
B03E01           41          -0.8419         0.3656
B03E01           42           1.5870        -0.1614
B03E01           43           1.0583         0.4977
B03E01           44           2.8080         0.1279
B03E01           45           0.8610         0.1174
B03E01           46           1.7584         0.4774
B03E01           47           1.3743         1.0994
B03E01           48          -0.0595         0.6627
B03E01           49           0.3236        -0.4557
B03E01           50           1.0498        -0.1482
B03E01           51          -0.2372         0.0957
B03E01           52          -0.6679         0.2863
B03E01           53           0.1224        -0.2039
B03E01           54           2.2494        -0.2693
B03E01           55           0.9037         0.3327
B03E01           56           0.3196        -0.0588
B03E01           57           1.2005         0.7225
B03E01           58           0.3452        -0.5171
B03E01           59           0.4120         0.4345
B03E01           60           0.8024         1.0837
B03E01           61           1.2913        -0.4981
B03E01           62          -0.9965         0.8233
B03E01           63          -0.3779        -0.2242
B03E01           64          -0.7556        -0.1288
B03E01           65          -0.3894        -0.0150
B03E01           66          -0.0074         0.3595
B03E01           67           1.8053        -0.2526
B03E01           68           2.2130         0.0639
B03E01           69           1.9766        -0.2711
B03E01           70           0.2960         2.9573
B03E01           71           0.2046         0.3145
B03E01           72           0.1733         1.2765
B03E01           73           2.4940         0.9351
B03E01           74           0.0395         0.3893
B03E01           75           1.3135         0.4411
B03E01           76           1.1136         0.1488
B03E01           77           0.0494         0.4697
B03E01           78           1.4966         0.2911
B03E01           79           0.6726         0.7505
B03E01           80           2.8703         1.1670
B03E01           81           0.4019        -0.3312
B03E01           82           1.2647        -0.2644
B03E01           83           0.1424         0.3868
B03E01           84           1.8266        -0.1141
B03E01           85           0.2449         0.6874
B03E01           86           0.3964         0.0773
B03E01           87           0.9321        -0.0099
B03E01           88           0.3694         0.3240
B03E01           89           0.2739        -0.0940
B03E01           90           1.1480         0.5648
B03E01           91          -0.7257        -0.1254
B03E01           92           0.0200         0.3483
B03E01           93           1.4440         0.1760
B03E01           94           0.0320         0.2033
B03E01           95          -0.7336        -0.1811
B03E01           96           0.6003         1.0312
B03E01           97          -0.1493         0.0748
B03E01           98           0.9731        -0.2177
B03E01           99           1.4926         0.2233
B03E01          100           0.1871        -0.3735
B03E01          101           0.5662         0.3732
B03E01          102           1.4839        -0.4201
B03E01          103          -0.8147         0.0328
B03E01          104          -0.8293        -0.0224
B03E01          105           1.9951        -0.0637
B03E01          106          -0.0604         0.1483
B03E01          107           1.2030        -0.4898
B03E01          108          -0.8679         0.0533
B03E01          109           0.9173         0.1603
B03E01          110           0.9803        -0.0964
B03E01          111          -0.8802         0.1434
B03E01          112           0.1772         0.1566
B03E01          113           1.8394         0.4100
B03E01          114          -0.9483        -0.4602
B03E01          115          -0.0352        -0.0947
B03E01          116           0.4454         0.5946
B03E01          117           0.6922        -0.0640
B03E01          118          -0.2895         0.0299
B03E01          119           1.9075         0.5606
B03E01          120          -0.3369        -0.1588
