Filename       Segment   T0T6000Corr-ASNM T0T6000Lev-ASNM
B09N05            1           0.5101        -0.0161
B09N05            2          -0.0154        -0.0440
B09N05            3           0.5733         0.0243
B09N05            4          -0.4069         0.0482
B09N05            5          -0.5239         0.4609
B09N05            6          -0.7869        -0.3257
B09N05            7          -1.2314         0.1766
B09N05            8           0.1017        -0.2812
B09N05            9          -0.6962        -0.0822
B09N05           10          -0.4967        -0.0425
B09N05           11          -0.4670        -0.0882
B09N05           12          -0.6953        -0.0501
B09N05           13          -0.8537         0.1785
B09N05           14           0.0132        -0.1185
B09N05           15          -1.2369         0.1099
B09N05           16          -0.1697         0.0213
B09N05           17           0.4227         0.0156
B09N05           18          -0.5049         0.0693
B09N05           19           0.2188        -0.1409
B09N05           20          -0.9643        -0.0212
B09N05           21           2.3774        -0.9966
B09N05           22           1.6917         1.6084
B09N05           23          12.2741         2.5883
B09N05           24           0.6226        -0.1921
B09N05           25           3.6950         1.4472
B09N05           26           1.2042         0.0762
B09N05           27          11.1725         7.2443
B09N05           28          -7.0668        -4.2467
B09N05           29           1.2142         0.5636
B09N05           30          -0.1959        -0.0220
B09N05           31           8.9012         2.8474
B09N05           32          -9.1515        -3.9312
B09N05           33          -0.6474        -0.0644
B09N05           34           1.7963         0.8546
B09N05           35          -0.4376         0.3422
B09N05           36           1.0319        -0.1218
B09N05           37           2.4045         0.3213
B09N05           38           2.8250         1.3867
B09N05           39           2.1239        -0.3248
B09N05           40           2.9432        -0.5063
B09N05           41           0.9782        -3.9324
B09N05           42          -0.0377         0.4478
B09N05           43           0.3313        -0.1206
B09N05           44          -0.2189        -0.0149
B09N05           45           1.1310         0.3164
B09N05           46          -0.4749         0.1922
B09N05           47          -0.1078        -0.2797
B09N05           48           1.2063         0.7416
B09N05           49           1.1940         0.0664
B09N05           50           0.0066         0.0329
B09N05           51           0.5039         0.1684
B09N05           52           2.5429         0.5661
B09N05           53           0.0376         0.0320
B09N05           54          -0.0084         0.4836
B09N05           55          -0.6101         0.9686
B09N05           56          -1.4239         0.5213
B09N05           57           0.5250         0.5174
B09N05           58           0.3287        -0.0482
B09N05           59           0.4225        -0.0272
B09N05           60          -0.7036         0.3711
B09N05           61           2.6325        -1.3774
B09N05           62          -0.1449        -0.0247
B09N05           63           1.1967         0.0743
B09N05           64           0.7296         0.2419
B09N05           65           0.8444         0.0449
B09N05           66           1.6605        -1.0178
B09N05           67           0.2570         0.2108
B09N05           68           0.4536         0.0356
B09N05           69          -0.0708         0.2095
B09N05           70           0.9352         0.4826
B09N05           71           1.3341         3.7817
B09N05           72          -2.2366        -9.8454
B09N05           73           0.2885        -0.0442
B09N05           74           0.9879         0.1093
B09N05           75           0.9790         0.1752
B09N05           76          -1.2124        -0.1651
B09N05           77           0.0476         0.0016
B09N05           78           1.8702         0.1707
B09N05           79           0.6985         0.1134
B09N05           80           0.5365        -0.0008
B09N05           81           1.4647        -0.3866
B09N05           82          -0.5998         0.0740
B09N05           83           0.5394         0.0366
B09N05           84           0.4014         0.0000
B09N05           85          -0.3413         0.1112
B09N05           86           0.3419        -0.0266
B09N05           87          -1.0972         0.0880
B09N05           88          -0.0558        -0.5254
B09N05           89           0.1710        -0.0986
B09N05           90          -0.7234         0.7462
B09N05           91          -0.0172        -0.1344
B09N05           92           0.7259        -0.6563
B09N05           93           0.4357         0.0248
B09N05           94           0.4482         0.1174
B09N05           95           0.4410        -0.1067
B09N05           96           1.0355        -0.0500
B09N05           97           2.6274        -0.0031
B09N05           98          -0.3169        -0.0029
B09N05           99           1.0051        -0.3129
B09N05          100          -0.2695        -0.1090
B09N05          101           1.5278        -1.4545
B09N05          102          -0.9727         0.0824
B09N05          103           0.4050        -0.1169
B09N05          104           1.1287         0.1475
B09N05          105           0.5749        -0.1854
B09N05          106          -0.6362        -0.0151
B09N05          107           0.9699         0.0098
B09N05          108           0.5926        -0.0203
B09N05          109           0.5001        -0.1193
B09N05          110           1.5452        -0.4944
B09N05          111          -0.6569         0.3967
B09N05          112          -1.1230        -0.0562
B09N05          113          -0.2501         0.9983
B09N05          114           0.3191        -0.2819
B09N05          115           1.5901        -0.2690
B09N05          116          -0.0025        -0.0138
B09N05          117           1.2222         0.1716
B09N05          118           0.2874        -0.0002
B09N05          119          -0.5023         0.2270
B09N05          120           1.8988        -0.0280
