Filename       Segment   T0T6000Corr-ASNM T0T6000Lev-ASNM
B20S10            1           0.3049        -1.2146
B20S10            2           0.1748        -0.1191
B20S10            3          -0.0666         0.4267
B20S10            4           0.2106        -0.6714
B20S10            5          -0.0810         0.0724
B20S10            6           0.2517         0.2881
B20S10            7           0.1979         0.0657
B20S10            8           0.1074         0.0110
B20S10            9          -0.1476         0.1742
B20S10           10           0.9325         0.1356
B20S10           11           0.2585        -1.3644
B20S10           12          -0.0265        -0.2109
B20S10           13           0.0493        -0.1399
B20S10           14           0.1714        -0.1099
B20S10           15          -0.0570        -0.6736
B20S10           16           0.0007        -0.0301
B20S10           17           0.1443         0.3182
B20S10           18           0.2674         0.1107
B20S10           19           0.2265         0.1757
B20S10           20          -0.2349         0.1815
B20S10           21          -0.0409         0.1356
B20S10           22           0.1912         1.8681
B20S10           23          -0.3340        -0.0006
B20S10           24           0.0796         0.2733
B20S10           25           0.2874        -0.4024
B20S10           26           0.2614         0.2760
B20S10           27          -0.2288         1.1725
B20S10           28           0.1753        -0.2087
B20S10           29           0.0309         0.6319
B20S10           30           0.0471        -0.0979
B20S10           31          -0.3886        -0.1250
B20S10           32          -0.6084         3.2724
B20S10           33           1.5068         4.2154
B20S10           34           1.7584        -0.5207
B20S10           35          -0.6878        -1.2595
B20S10           36           1.9261         4.0038
B20S10           37           0.7154         1.0705
B20S10           38           0.3158         2.0503
B20S10           39          -0.3649        -0.3578
B20S10           40           0.1634         0.4983
B20S10           41           0.3111         1.3229
B20S10           42          -0.1860         0.2225
B20S10           43           0.8106        -0.1908
B20S10           44          -0.5962        -0.0973
B20S10           45          -0.2185         0.0369
B20S10           46           0.0086         0.0693
B20S10           47           0.0105        -0.4967
B20S10           48           0.1466         0.4405
B20S10           49           0.0955         0.5719
B20S10           50          -0.4611        -0.4679
B20S10           51           0.5300         0.1437
B20S10           52          -0.0068         0.2668
B20S10           53           1.0349        -1.3328
B20S10           54          -0.0928         0.1520
B20S10           55           0.0352         0.0365
B20S10           56           0.4465         0.7447
B20S10           57          -0.0847        -0.1257
B20S10           58           0.1710        -0.1941
B20S10           59          -0.3048        -0.4821
B20S10           60           0.3277         0.2267
B20S10           61           0.9616         2.7349
B20S10           62           0.7531        -0.2954
B20S10           63           0.0957        -0.2431
B20S10           64           0.2537        -0.2388
B20S10           65           0.4002         0.1789
B20S10           66          -0.4787         0.2128
B20S10           67           1.0827         0.2416
B20S10           68          -0.2726        -0.6517
B20S10           69           0.0471        -0.3314
B20S10           70           0.0032        -0.1100
B20S10           71           0.3396         0.8606
B20S10           72          -0.2465        -0.2382
B20S10           73          -0.0992         0.0007
B20S10           74           0.0414        -2.3242
B20S10           75          -0.2108        -0.1506
B20S10           76          -0.0345        -0.4466
B20S10           77           0.1247         0.3317
B20S10           78           0.0252        -0.0080
B20S10           79          -0.1221         0.0306
B20S10           80           0.2972        -0.0666
B20S10           81          -0.0007         0.5921
B20S10           82          -0.4600         0.1252
B20S10           83          -0.1102         0.0907
B20S10           84          -0.4398        -0.1945
B20S10           85           0.3590         0.0710
B20S10           86           0.1027         0.0786
B20S10           87          -0.0091        -0.1246
B20S10           88           0.4409         0.0108
B20S10           89          -0.2200        -0.5724
B20S10           90          -0.7921         0.0112
B20S10           91           0.7966        -0.2600
B20S10           92          -0.0894        -2.3867
B20S10           93           0.0606         0.0095
B20S10           94          -0.2717        -0.2683
B20S10           95           0.6223         0.0826
B20S10           96          -0.1783        -0.0692
B20S10           97          -0.1733         0.4792
B20S10           98           0.1923         0.0329
B20S10           99          -0.2027        -0.1722
B20S10          100          -0.0622        -0.2448
B20S10          101           0.3135         0.2816
B20S10          102          -0.4612        -0.2950
B20S10          103           0.6381        -0.0108
B20S10          104          -0.2512        -0.1268
B20S10          105           0.0097         0.0456
B20S10          106          -0.5334         0.1406
B20S10          107          -0.0503         0.0999
B20S10          108          -0.3476        -0.1585
B20S10          109          -0.3391        -0.0151
B20S10          110          -0.0404        -0.1618
B20S10          111          -0.3663        -3.2475
B20S10          112          -0.4447        -0.0698
B20S10          113          -0.8282         0.2094
B20S10          114           0.4865         0.1915
B20S10          115           0.1206         0.0932
B20S10          116          -0.5835        -0.1859
B20S10          117          -0.4304         0.0369
B20S10          118          -0.1894         0.1247
B20S10          119          -0.8942        -0.1195
B20S10          120           0.3642        -0.0675
