Filename       Segment   T0T6000Corr-ASNM T0T6000Lev-ASNM
B03I09            1          -0.0924         0.6844
B03I09            2          -0.0552        -0.6418
B03I09            3           0.0542         0.0504
B03I09            4           0.0892         0.0079
B03I09            5          -0.0530        -0.0088
B03I09            6          -0.0589         0.0471
B03I09            7           0.2542        -0.0746
B03I09            8          -0.0745        -0.0706
B03I09            9           0.0604         0.1399
B03I09           10           0.1165        -0.1407
B03I09           11          -0.0643         0.0206
B03I09           12           0.0757         0.5548
B03I09           13          -0.3223         1.8141
B03I09           14          -0.0258        -0.1681
B03I09           15           0.0358         0.1069
B03I09           16          -0.0327        -0.3067
B03I09           17          -0.1185        -0.0152
B03I09           18          -0.2313         0.0387
B03I09           19           0.0440         0.0880
B03I09           20           0.0515         0.1022
B03I09           21          11.1465         0.4826
B03I09           22          -2.4793         6.1660
B03I09           23          -0.2956        -4.6064
B03I09           24          -0.0649        -5.1211
B03I09           25           9.9099         1.8138
B03I09           26           0.2739        -0.4787
B03I09           27          -0.4878        -1.1555
B03I09           28          -0.9350        -5.6529
B03I09           29           1.2098        -4.4839
B03I09           30           0.3807         0.0195
B03I09           31           0.6058         0.2311
B03I09           32           0.2664         3.0828
B03I09           33          -0.0862        -4.5525
B03I09           34           0.3263         7.8388
B03I09           35          -2.3095        -2.5161
B03I09           36           0.1450        -0.1100
B03I09           37           0.6566         4.1059
B03I09           38          -1.0689        -0.3978
B03I09           39           8.8597         4.5524
B03I09           40          13.1062         0.2527
B03I09           41          -0.1254        -0.0838
B03I09           42           0.0338         0.0211
B03I09           43          -0.0592        -0.0465
B03I09           44           0.0010         0.0617
B03I09           45           0.2880        -0.1783
B03I09           46           0.0307        -0.0736
B03I09           47           0.1988         0.0687
B03I09           48           0.0223         0.1062
B03I09           49           0.0320         0.0120
B03I09           50           0.1501         0.0824
B03I09           51           0.0935         0.0163
B03I09           52           0.0356         0.0011
B03I09           53           0.0711        -0.0437
B03I09           54           0.0502         0.0655
B03I09           55           0.0396         0.0166
B03I09           56           0.0033        -0.1479
B03I09           57           0.2740        -0.0574
B03I09           58           0.1009         0.0072
B03I09           59           0.0126         0.0748
B03I09           60           0.0342         0.0107
B03I09           61           0.1531        -0.0219
B03I09           62           0.1257         0.1054
B03I09           63           0.1021        -0.0809
B03I09           64           0.0524        -0.0387
B03I09           65           0.0253         0.0450
B03I09           66           0.1212         0.0504
B03I09           67           0.1166         0.0430
B03I09           68           0.1450         0.1050
B03I09           69           0.0091         0.1317
B03I09           70           0.2490         0.1123
B03I09           71           0.2995         0.0724
B03I09           72           0.3626         0.0144
B03I09           73           0.1513         0.0225
B03I09           74           0.0372        -2.6146
B03I09           75           0.0775         0.0237
B03I09           76           0.1694         0.0089
B03I09           77           0.2316         0.0358
B03I09           78           0.0599         0.1652
B03I09           79           0.0357        -0.1136
B03I09           80           0.1095         0.0505
B03I09           81          -0.0590       -10.2785
B03I09           82          -0.0069         0.0444
B03I09           83           0.0751         0.0677
B03I09           84          -0.2319        -0.0333
B03I09           85           0.1000         0.0909
B03I09           86          -0.0328        -0.0099
B03I09           87           0.0598        -0.0140
B03I09           88          -0.0616         0.0163
B03I09           89           0.0016         0.0196
B03I09           90           0.1205         0.0139
B03I09           91           0.4109         0.0969
B03I09           92          -0.0251        -3.4214
B03I09           93           0.0754        -0.1138
B03I09           94          -0.1270         0.1184
B03I09           95          -0.0009         0.0131
B03I09           96          -0.1338         0.0242
B03I09           97          -0.0012         0.1266
B03I09           98           0.4802         0.0321
B03I09           99           0.3054        -0.0089
B03I09          100          -0.0168         0.0505
B03I09          101           0.2315        -0.9667
B03I09          102          -0.0070         0.1004
B03I09          103          -0.0440         0.0981
B03I09          104          -0.0247        -0.0187
B03I09          105           0.1691        -0.1721
B03I09          106          -0.0224         0.0260
B03I09          107           0.0826        -0.1297
B03I09          108          -0.1936        -0.0124
B03I09          109          -0.0067         0.0077
B03I09          110           0.2066        -5.9120
B03I09          111           0.1081         0.0656
B03I09          112          -0.1074        -0.0254
B03I09          113          -0.2416        -0.0261
B03I09          114          -0.1043        -0.0432
B03I09          115           0.1948        -0.0158
B03I09          116          -0.0212         0.0355
B03I09          117          -0.1473         0.0479
B03I09          118          -0.0114         0.0924
B03I09          119          -0.0461        -0.0032
B03I09          120          -0.2127        -0.0606
